seed,method,query_index,query_type,retrieve_tool,process_tool,reward,cost_tokens,latency_ms
0,random,47,factual-lookup,web_search,calculator,-0.0058545520306850785,560,65
0,random,48,text-summarization,web_search,calculator,-0.10285818547064376,560,65
0,random,49,factual-lookup,web_search,small_llm,0.22877414094702547,1500,150
0,random,50,text-summarization,knowledge_base,calculator,-0.016695294579612545,180,25
0,random,51,math-calculation,web_search,small_llm,-0.1766715585372287,1500,150
0,random,52,code-snippet,knowledge_base,small_llm,0.12857793641943718,1120,110
0,random,53,math-calculation,vector_db,regex_processor,0.028655078477413637,230,25
0,random,54,math-calculation,web_search,small_llm,-0.1797142543850549,1500,150
0,random,55,math-calculation,vector_db,small_llm,-0.0550810220124022,1150,105
0,random,56,math-calculation,vector_db,regex_processor,0.12248763557388657,230,25
0,random,57,text-summarization,knowledge_base,calculator,0.005144800142047927,180,25
0,random,58,code-snippet,knowledge_base,small_llm,0.14078336899128444,1120,110
0,random,59,text-summarization,web_search,small_llm,0.2131822124265103,1500,150
0,random,60,code-snippet,vector_db,calculator,0.053595041411724435,210,20
0,random,61,math-calculation,web_search,calculator,0.10894178481402064,560,65
0,random,62,factual-lookup,vector_db,regex_processor,0.13419361185434842,230,25
0,random,63,factual-lookup,web_search,regex_processor,-0.03279034369451572,580,70
0,random,64,code-snippet,vector_db,small_llm,0.3769081811674775,1150,105
0,random,65,code-snippet,vector_db,small_llm,0.35538280457083393,1150,105
0,random,66,text-summarization,web_search,calculator,-0.07924993338397485,560,65
0,random,67,factual-lookup,vector_db,calculator,-0.027785749909695696,210,20
0,random,68,text-summarization,web_search,small_llm,0.24673119386202796,1500,150
0,random,69,factual-lookup,web_search,regex_processor,0.028187132535070436,580,70
0,random,70,text-summarization,knowledge_base,calculator,0.040882382335126824,180,25
0,random,71,code-snippet,knowledge_base,regex_processor,0.24611621556551289,200,30
0,random,72,factual-lookup,web_search,small_llm,0.24313686646933713,1500,150
0,random,73,math-calculation,knowledge_base,calculator,0.44828940468147616,180,25
0,random,74,math-calculation,web_search,regex_processor,-0.03359595801700482,580,70
0,random,75,text-summarization,vector_db,calculator,0.040900323047032415,210,20
0,random,76,text-summarization,web_search,regex_processor,0.0034709408021874333,580,70
0,random,77,text-summarization,knowledge_base,regex_processor,0.1035771410282804,200,30
0,random,78,factual-lookup,web_search,regex_processor,-0.0029804296121120344,580,70
0,random,79,math-calculation,knowledge_base,small_llm,-0.10288174569760251,1120,110
0,random,80,code-snippet,web_search,small_llm,0.25362795854071213,1500,150
0,random,81,factual-lookup,vector_db,small_llm,0.2448020038796279,1150,105
0,random,82,code-snippet,knowledge_base,regex_processor,0.2652408207118652,200,30
0,random,83,text-summarization,vector_db,small_llm,0.4414470729391703,1150,105
0,random,84,math-calculation,knowledge_base,small_llm,-0.01876157067344711,1120,110
0,random,85,text-summarization,knowledge_base,small_llm,0.2753899467613532,1120,110
0,random,86,code-snippet,vector_db,small_llm,0.36855984261414276,1150,105
0,random,87,code-snippet,web_search,regex_processor,0.24537451373479874,580,70
0,random,88,factual-lookup,web_search,regex_processor,0.09839994478826136,580,70
0,random,89,factual-lookup,knowledge_base,small_llm,0.1964250736758281,1120,110
0,random,90,factual-lookup,knowledge_base,small_llm,0.38949761906026015,1120,110
0,random,91,code-snippet,knowledge_base,regex_processor,0.16694129440083255,200,30
0,random,92,math-calculation,vector_db,regex_processor,0.06146452175969086,230,25
0,random,93,math-calculation,knowledge_base,regex_processor,0.12795823469527207,200,30
0,random,94,text-summarization,web_search,calculator,-0.10832162356878092,560,65
0,random,95,math-calculation,web_search,calculator,0.11597607160031856,560,65
0,random,96,code-snippet,vector_db,regex_processor,0.40721845839612264,230,25
0,random,97,text-summarization,knowledge_base,regex_processor,0.09218776006331321,200,30
0,random,98,math-calculation,knowledge_base,small_llm,-0.047376972836567804,1120,110
0,random,99,code-snippet,vector_db,regex_processor,0.37561422340892336,230,25
0,greedy-cheapest,0,factual-lookup,vector_db,calculator,0.024963456956098577,210,20
0,greedy-cheapest,1,text-summarization,vector_db,calculator,0.0022027620469945997,210,20
0,greedy-cheapest,2,code-snippet,vector_db,calculator,0.09491090706194333,210,20
0,greedy-cheapest,3,code-snippet,vector_db,calculator,0.13590761579965782,210,20
0,greedy-cheapest,4,math-calculation,vector_db,calculator,0.2017619555730711,210,20
0,greedy-cheapest,5,math-calculation,vector_db,calculator,0.22301504745696218,210,20
0,greedy-cheapest,6,math-calculation,vector_db,calculator,0.13706336046340292,210,20
0,greedy-cheapest,7,factual-lookup,vector_db,calculator,-0.0005780623670334564,210,20
0,greedy-cheapest,8,text-summarization,vector_db,calculator,-0.01629153031752886,210,20
0,greedy-cheapest,9,text-summarization,vector_db,calculator,0.037696153538637985,210,20
0,greedy-cheapest,10,factual-lookup,vector_db,calculator,0.07574445335048774,210,20
0,greedy-cheapest,11,factual-lookup,vector_db,calculator,0.037392322520065656,210,20
0,greedy-cheapest,12,math-calculation,vector_db,calculator,0.29889256663669056,210,20
0,greedy-cheapest,13,code-snippet,vector_db,calculator,0.053322188091459534,210,20
0,greedy-cheapest,14,text-summarization,vector_db,calculator,0.0033610300792128803,210,20
0,greedy-cheapest,15,math-calculation,vector_db,calculator,0.20091904404338284,210,20
0,greedy-cheapest,16,factual-lookup,vector_db,calculator,0.046918180055471374,210,20
0,greedy-cheapest,17,math-calculation,vector_db,calculator,0.2690395976231226,210,20
0,greedy-cheapest,18,factual-lookup,vector_db,calculator,0.021406242528358876,210,20
0,greedy-cheapest,19,code-snippet,vector_db,calculator,0.1483033003804847,210,20
0,greedy-cheapest,20,code-snippet,vector_db,calculator,0.12084654425046104,210,20
0,greedy-cheapest,21,code-snippet,vector_db,calculator,0.130480244291896,210,20
0,greedy-cheapest,22,factual-lookup,vector_db,calculator,0.019127433003389094,210,20
0,greedy-cheapest,23,math-calculation,vector_db,calculator,0.33190103417684796,210,20
0,greedy-cheapest,24,code-snippet,vector_db,calculator,0.15568056305262243,210,20
0,greedy-cheapest,25,text-summarization,vector_db,calculator,-0.041,210,20
0,greedy-cheapest,26,math-calculation,vector_db,calculator,0.25877729334399585,210,20
0,greedy-cheapest,27,factual-lookup,vector_db,calculator,0.03511481469808294,210,20
0,greedy-cheapest,28,text-summarization,vector_db,calculator,0.024424270128355165,210,20
0,greedy-cheapest,29,text-summarization,vector_db,calculator,-0.029315306607854627,210,20
0,greedy-cheapest,30,code-snippet,vector_db,calculator,0.04789344248776838,210,20
0,greedy-cheapest,31,code-snippet,vector_db,calculator,0.08812015211949017,210,20
0,greedy-cheapest,32,code-snippet,vector_db,calculator,0.08367343228051666,210,20
0,greedy-cheapest,33,factual-lookup,vector_db,calculator,0.08835688847505621,210,20
0,greedy-cheapest,34,factual-lookup,vector_db,calculator,-0.041,210,20
0,greedy-cheapest,35,math-calculation,vector_db,calculator,0.26160144871299434,210,20
0,greedy-cheapest,36,text-summarization,vector_db,calculator,-0.02571249756275116,210,20
0,greedy-cheapest,37,text-summarization,vector_db,calculator,-0.041,210,20
0,greedy-cheapest,38,factual-lookup,vector_db,calculator,0.056872705052576154,210,20
0,greedy-cheapest,39,factual-lookup,vector_db,calculator,0.09957457998400396,210,20
0,greedy-cheapest,40,math-calculation,vector_db,calculator,0.2524411059837606,210,20
0,greedy-cheapest,41,code-snippet,vector_db,calculator,0.05079205850727176,210,20
0,greedy-cheapest,42,code-snippet,vector_db,calculator,0.09469791114005949,210,20
0,greedy-cheapest,43,text-summarization,vector_db,calculator,0.04837975358011554,210,20
0,greedy-cheapest,44,math-calculation,vector_db,calculator,0.22126971043700341,210,20
0,greedy-cheapest,45,factual-lookup,vector_db,calculator,0.08153618725448686,210,20
0,greedy-cheapest,46,text-summarization,vector_db,calculator,-0.03136682118137932,210,20
0,greedy-cheapest,47,factual-lookup,vector_db,calculator,0.06699388955834851,210,20
0,greedy-cheapest,48,text-summarization,vector_db,calculator,-0.025290496333153594,210,20
0,greedy-cheapest,49,factual-lookup,vector_db,calculator,-0.022059939737682763,210,20
0,greedy-cheapest,50,text-summarization,vector_db,calculator,0.036114725293230864,210,20
0,greedy-cheapest,51,math-calculation,vector_db,calculator,0.22927537292971814,210,20
0,greedy-cheapest,52,code-snippet,vector_db,calculator,0.05332302360874993,210,20
0,greedy-cheapest,53,math-calculation,vector_db,calculator,0.2233465952470364,210,20
0,greedy-cheapest,54,math-calculation,vector_db,calculator,0.14636516110908607,210,20
0,greedy-cheapest,55,math-calculation,vector_db,calculator,0.22597989064149263,210,20
0,greedy-cheapest,56,math-calculation,vector_db,calculator,0.252284090220399,210,20
0,greedy-cheapest,57,text-summarization,vector_db,calculator,-0.03151953331372573,210,20
0,greedy-cheapest,58,code-snippet,vector_db,calculator,0.12938728391543933,210,20
0,greedy-cheapest,59,text-summarization,vector_db,calculator,0.044748815417431705,210,20
0,greedy-cheapest,60,code-snippet,vector_db,calculator,0.1259704054034048,210,20
0,greedy-cheapest,61,math-calculation,vector_db,calculator,0.23503284169378078,210,20
0,greedy-cheapest,62,factual-lookup,vector_db,calculator,0.0016515600475367556,210,20
0,greedy-cheapest,63,factual-lookup,vector_db,calculator,0.030012859887324266,210,20
0,greedy-cheapest,64,code-snippet,vector_db,calculator,0.05130959810092662,210,20
0,greedy-cheapest,65,code-snippet,vector_db,calculator,0.08659364602970893,210,20
0,greedy-cheapest,66,text-summarization,vector_db,calculator,0.04817465598512249,210,20
0,greedy-cheapest,67,factual-lookup,vector_db,calculator,0.06535857609256662,210,20
0,greedy-cheapest,68,text-summarization,vector_db,calculator,0.047168965463882655,210,20
0,greedy-cheapest,69,factual-lookup,vector_db,calculator,0.052911884639207936,210,20
0,greedy-cheapest,70,text-summarization,vector_db,calculator,0.013600278828501115,210,20
0,greedy-cheapest,71,code-snippet,vector_db,calculator,0.10550710676673078,210,20
0,greedy-cheapest,72,factual-lookup,vector_db,calculator,0.01774850026594753,210,20
0,greedy-cheapest,73,math-calculation,vector_db,calculator,0.15870393968871935,210,20
0,greedy-cheapest,74,math-calculation,vector_db,calculator,0.21881340757396614,210,20
0,greedy-cheapest,75,text-summarization,vector_db,calculator,-0.001151852628274927,210,20
0,greedy-cheapest,76,text-summarization,vector_db,calculator,-0.023687787710718618,210,20
0,greedy-cheapest,77,text-summarization,vector_db,calculator,-0.041,210,20
0,greedy-cheapest,78,factual-lookup,vector_db,calculator,0.02671116083167318,210,20
0,greedy-cheapest,79,math-calculation,vector_db,calculator,0.16603531708756844,210,20
0,greedy-cheapest,80,code-snippet,vector_db,calculator,0.08407734975767334,210,20
0,greedy-cheapest,81,factual-lookup,vector_db,calculator,0.018397455740662427,210,20
0,greedy-cheapest,82,code-snippet,vector_db,calculator,0.10532007225904952,210,20
0,greedy-cheapest,83,text-summarization,vector_db,calculator,-0.041,210,20
0,greedy-cheapest,84,math-calculation,vector_db,calculator,0.34136695331780503,210,20
0,greedy-cheapest,85,text-summarization,vector_db,calculator,0.0010822238357886954,210,20
0,greedy-cheapest,86,code-snippet,vector_db,calculator,0.11107239551078585,210,20
0,greedy-cheapest,87,code-snippet,vector_db,calculator,0.08995231198076309,210,20
0,greedy-cheapest,88,factual-lookup,vector_db,calculator,0.05384942237410741,210,20
0,greedy-cheapest,89,factual-lookup,vector_db,calculator,0.012088087758487173,210,20
0,greedy-cheapest,90,factual-lookup,vector_db,calculator,-0.007989496498738535,210,20
0,greedy-cheapest,91,code-snippet,vector_db,calculator,0.08831344913048081,210,20
0,greedy-cheapest,92,math-calculation,vector_db,calculator,0.2371565837201359,210,20
0,greedy-cheapest,93,math-calculation,vector_db,calculator,0.2351710479720793,210,20
0,greedy-cheapest,94,text-summarization,vector_db,calculator,-0.02082561615588832,210,20
0,greedy-cheapest,95,math-calculation,vector_db,calculator,0.14447126506811117,210,20
0,greedy-cheapest,96,code-snippet,vector_db,calculator,0.0980861806625056,210,20
0,greedy-cheapest,97,text-summarization,vector_db,calculator,0.05625100856687614,210,20
0,greedy-cheapest,98,math-calculation,vector_db,calculator,0.18324330387838983,210,20
0,greedy-cheapest,99,code-snippet,vector_db,calculator,0.10263734544799302,210,20
0,greedy-advertised,0,factual-lookup,web_search,small_llm,0.26745540169229215,1500,150
0,greedy-advertised,1,text-summarization,knowledge_base,small_llm,0.28621052985252926,1120,110
0,greedy-advertised,2,code-snippet,web_search,small_llm,0.19759766479693347,1500,150
0,greedy-advertised,3,code-snippet,web_search,small_llm,0.2969199148585642,1500,150
0,greedy-advertised,4,math-calculation,vector_db,small_llm,-0.09110773685707851,1150,105
0,greedy-advertised,5,math-calculation,vector_db,small_llm,-0.07158455159848473,1150,105
0,greedy-advertised,6,math-calculation,vector_db,small_llm,-0.12094847788186211,1150,105
0,greedy-advertised,7,factual-lookup,web_search,small_llm,0.2001208220178467,1500,150
0,greedy-advertised,8,text-summarization,knowledge_base,small_llm,0.21967056740850663,1120,110
0,greedy-advertised,9,text-summarization,knowledge_base,small_llm,0.29858152681870664,1120,110
0,greedy-advertised,10,factual-lookup,web_search,small_llm,0.3306118801587579,1500,150
0,greedy-advertised,11,factual-lookup,web_search,small_llm,0.266156331559063,1500,150
0,greedy-advertised,12,math-calculation,vector_db,small_llm,-0.028532042268823332,1150,105
0,greedy-advertised,13,code-snippet,web_search,small_llm,0.1524627759281068,1500,150
0,greedy-advertised,14,text-summarization,knowledge_base,small_llm,0.23651092888080702,1120,110
0,greedy-advertised,15,math-calculation,vector_db,small_llm,-0.08537416501053433,1150,105
0,greedy-advertised,16,factual-lookup,web_search,small_llm,0.290698124616182,1500,150
0,greedy-advertised,17,math-calculation,vector_db,small_llm,-0.04357557351076377,1150,105
0,greedy-advertised,18,factual-lookup,web_search,small_llm,0.24444035687174076,1500,150
0,greedy-advertised,19,code-snippet,web_search,small_llm,0.291048925294426,1500,150
0,greedy-advertised,20,code-snippet,web_search,small_llm,0.1971421050202295,1500,150
0,greedy-advertised,21,code-snippet,web_search,small_llm,0.2932679170630698,1500,150
0,greedy-advertised,22,factual-lookup,web_search,small_llm,0.2628147885799163,1500,150
0,greedy-advertised,23,math-calculation,vector_db,small_llm,0.02164468647016432,1150,105
0,greedy-advertised,24,code-snippet,web_search,small_llm,0.33194593691143554,1500,150
0,greedy-advertised,25,text-summarization,knowledge_base,small_llm,0.2386880301767164,1120,110
0,greedy-advertised,26,math-calculation,vector_db,small_llm,-0.0452826747015343,1150,105
0,greedy-advertised,27,factual-lookup,web_search,small_llm,0.24884480385661906,1500,150
0,greedy-advertised,28,text-summarization,knowledge_base,small_llm,0.2915676023458197,1120,110
0,greedy-advertised,29,text-summarization,knowledge_base,small_llm,0.1821706670385598,1120,110
0,greedy-advertised,30,code-snippet,web_search,small_llm,0.15763380172504582,1500,150
0,greedy-advertised,31,code-snippet,web_search,small_llm,0.2668893849473249,1500,150
0,greedy-advertised,32,code-snippet,web_search,small_llm,0.2160113766016581,1500,150
0,greedy-advertised,33,factual-lookup,web_search,small_llm,0.36601804935409193,1500,150
0,greedy-advertised,34,factual-lookup,web_search,small_llm,0.18084486244821107,1500,150
0,greedy-advertised,35,math-calculation,vector_db,small_llm,-0.04322498161815072,1150,105
0,greedy-advertised,36,text-summarization,knowledge_base,small_llm,0.2836896114089914,1120,110
0,greedy-advertised,37,text-summarization,knowledge_base,small_llm,0.30052016492812594,1120,110
0,greedy-advertised,38,factual-lookup,web_search,small_llm,0.29302262935862095,1500,150
0,greedy-advertised,39,factual-lookup,web_search,small_llm,0.3668308526252025,1500,150
0,greedy-advertised,40,math-calculation,vector_db,small_llm,-0.059612056655257345,1150,105
0,greedy-advertised,41,code-snippet,web_search,small_llm,0.16224910988125352,1500,150
0,greedy-advertised,42,code-snippet,web_search,small_llm,0.17259727700557415,1500,150
0,greedy-advertised,43,text-summarization,knowledge_base,small_llm,0.3070582906206403,1120,110
0,greedy-advertised,44,math-calculation,vector_db,small_llm,-0.053601573137178754,1150,105
0,greedy-advertised,45,factual-lookup,web_search,small_llm,0.33503159804482757,1500,150
0,greedy-advertised,46,text-summarization,knowledge_base,small_llm,0.21485135684968218,1120,110
0,greedy-advertised,47,factual-lookup,web_search,small_llm,0.3271316874081835,1500,150
